"reward","assignmentid","workerid","assignmentaccepttime","assignmentsubmittime","response","confidence","trivialArgument","argtype","qnumber","property","p1animal","p2animal","cows","chimps","gorillas","mice","squirrels","elephants","seals","rhinos","dolphins","horses","mammals","animals","modal","rt","premisecode","language"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","accept",3,"false","contingent",7,"have a tympanic membrane in their inner ears","cows","rhinos",1,0,0,0,0,0,0,1,0,0,0,0,"plausible",2023,"pc100000010000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","reject",3,"false","contingent",8,"have seasmoid bones","elephants","squirrels",0,0,0,0,1,1,0,0,0,0,0,0,"possible",5711,"pc000011000000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","accept",3,"false","contingent",9,"require vitamin K for their livers to function","squirrels","dolphins",0,0,0,0,1,0,0,0,1,0,0,0,"none",2119,"pc000010001000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","accept",3,"false","contingent",10,"have a high potassium concentration in their blood","mice","chimps",0,1,0,1,0,0,0,0,0,0,0,0,"necessary",2200,"pc010100000000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","reject",3,"false","contingent",11,"have an ulnar artery","gorillas","cows",1,0,1,0,0,0,0,0,0,0,0,0,"likely",3238,"pc101000000000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","accept",3,"true","identity",12,"use seratonin as a neurotransmitter","horses","seals",0,0,0,0,0,0,1,0,0,1,0,0,"probable",4008,"pc000000100100","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","reject",3,"false","contingent",13,"have a right aortic arch","rhinos","elephants",0,0,0,0,0,1,0,1,0,0,0,0,"certain",2608,"pc000001010000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","accept",3,"false","contingent",14,"become disoriented and motionless when exposed to high ozone levels","elephants","rhinos",0,0,0,0,0,1,0,1,0,0,0,0,"possible",4856,"pc000001010000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","accept",3,"false","contingent",15,"use norephinephrine as a regulator of sexual drive","mice","dolphins",0,0,0,1,0,0,0,0,1,0,0,0,"none",2679,"pc000100001000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","accept",3,"false","contingent",16,"have iron sulfate in their blood","seals","gorillas",0,0,1,0,0,0,1,0,0,0,0,0,"plausible",2631,"pc001000100000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","reject",3,"true","inclusion",17,"use enzyme B-32 to digest food","cows","animals",1,0,0,0,0,0,0,0,0,0,0,1,"probable",3464,"pc100000000001","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","reject",3,"false","contingent",19,"require trace amounts of magnesium for reproduction","gorillas","elephants",0,0,1,0,0,1,0,0,0,0,0,0,"certain",3457,"pc001001000000","English"
"$0.50","26W0SPW1INMHNQST2SEAG6BG18W3GN","A395HWETM5TG83","Fri Jan 06 08:29:37 PST 2012","Fri Jan 06 08:35:09 PST 2012","reject",3,"false","contingent",20,"secrete uric acid crystals","rhinos","cows",1,0,0,0,0,0,0,1,0,0,0,0,"necessary",3431,"pc100000010000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"true","identity",0,"require oxydilic acid for good digestion","gorillas","horses",0,0,1,0,0,0,0,0,0,1,0,0,"possible",21846,"pc001000000100","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",1,"have a tympanic membrane in their inner ears","chimps","squirrels",0,1,0,0,1,0,0,0,0,0,0,0,"plausible",15856,"pc010010000000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",4,"false","contingent",2,"use enzyme B-32 to digest food","cows","rhinos",1,0,0,0,0,0,0,1,0,0,0,0,"none",10515,"pc100000010000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",3,"false","contingent",3,"require trace amounts of magnesium for reproduction","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"probable",11007,"pc000000101000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",4,"use acetylcholine as a neurotransmitter","elephants","mice",0,0,0,1,0,1,0,0,0,0,0,0,"likely",13239,"pc000101000000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",3,"false","contingent",5,"have a high potassium concentration in their blood","gorillas","seals",0,0,1,0,0,0,1,0,0,0,0,0,"certain",11731,"pc001000100000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"true","inclusion",6,"have seasmoid bones","mammals","elephants",0,0,0,0,0,1,0,0,0,0,1,0,"necessary",11047,"pc000001000010","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",4,"false","contingent",7,"become disoriented and motionless when exposed to high ozone levels","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"certain",9775,"pc110000000000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",8,"have iron sulfate in their blood","rhinos","mice",0,0,0,1,0,0,0,1,0,0,0,0,"probable",7319,"pc000100010000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",4,"false","contingent",9,"have a blood PH of 7.9","squirrels","dolphins",0,0,0,0,1,0,0,0,1,0,0,0,"none",6980,"pc000010001000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",4,"false","contingent",10,"use norephinephrine as a regulator of sexual drive","mice","cows",1,0,0,1,0,0,0,0,0,0,0,0,"likely",9788,"pc100100000000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",11,"require biotin for hemoglobin synthesis","elephants","seals",0,0,0,0,0,1,1,0,0,0,0,0,"possible",9263,"pc000001100000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",2,"false","contingent",12,"have enzyme X132 in their bloodstreams","chimps","gorillas",0,1,1,0,0,0,0,0,0,0,0,0,"necessary",8316,"pc011000000000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",4,"false","contingent",13,"continuously shed their outer keratin layer","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"plausible",8536,"pc000010010000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",14,"have an ulnar artery","elephants","chimps",0,1,0,0,0,1,0,0,0,0,0,0,"none",10285,"pc010001000000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",15,"use adipose tissue to synthesize triacylglycerols","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"plausible",7081,"pc000010010000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",16,"secrete uric acid crystals","cows","seals",1,0,0,0,0,0,1,0,0,0,0,0,"probable",7865,"pc100000100000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"true","inclusion",17,"have a right aortic arch","dolphins","animals",0,0,0,0,0,0,0,0,1,0,0,1,"likely",5710,"pc000000001001","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",19,"require vitamin K for their livers to function","chimps","seals",0,1,0,0,0,0,1,0,0,0,0,0,"necessary",8377,"pc010000100000","English"
"$0.50","2MHWZ9RNDWIO2TUWBCUDYGU2IRTETX","AY0BJCGY2DHIX","Fri Jan 06 07:48:52 PST 2012","Fri Jan 06 07:53:11 PST 2012","accept",5,"false","contingent",20,"have blood salinity which declines from infancy to maturity","cows","rhinos",1,0,0,0,0,0,0,1,0,0,0,0,"possible",8875,"pc100000010000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",4,"false","contingent",0,"have blood salinity which declines from infancy to maturity","chimps","squirrels",0,1,0,0,1,0,0,0,0,0,0,0,"necessary",12206,"pc010010000000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",2,"false","contingent",1,"have seasmoid bones","dolphins","cows",1,0,0,0,0,0,0,0,1,0,0,0,"likely",20217,"pc100000001000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",3,"false","contingent",2,"require oxydilic acid for good digestion","rhinos","mice",0,0,0,1,0,0,0,1,0,0,0,0,"plausible",6757,"pc000100010000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",5,"true","inclusion",3,"require biotin for hemoglobin synthesis","gorillas","animals",0,0,1,0,0,0,0,0,0,0,0,1,"probable",8706,"pc001000000001","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",2,"false","contingent",4,"use norephinephrine as a regulator of sexual drive","seals","elephants",0,0,0,0,0,1,1,0,0,0,0,0,"none",8478,"pc000001100000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",2,"false","contingent",5,"use adipose tissue to synthesize triacylglycerols","squirrels","chimps",0,1,0,0,1,0,0,0,0,0,0,0,"possible",10524,"pc010010000000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",2,"false","contingent",6,"require vitamin K for their livers to function","rhinos","gorillas",0,0,1,0,0,0,0,1,0,0,0,0,"certain",7087,"pc001000010000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","reject",2,"false","contingent",7,"continuously shed their outer keratin layer","dolphins","cows",1,0,0,0,0,0,0,0,1,0,0,0,"necessary",5818,"pc100000001000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",5,"true","identity",8,"have an ulnar artery","horses","elephants",0,0,0,0,0,1,0,0,0,1,0,0,"possible",3966,"pc000001000100","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","reject",3,"false","contingent",9,"become disoriented and motionless when exposed to high ozone levels","mice","seals",0,0,0,1,0,0,1,0,0,0,0,0,"plausible",8005,"pc000100100000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",4,"false","contingent",10,"use acetylcholine as a neurotransmitter","squirrels","chimps",0,1,0,0,1,0,0,0,0,0,0,0,"none",6626,"pc010010000000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",3,"false","contingent",11,"have a high potassium concentration in their blood","gorillas","seals",0,0,1,0,0,0,1,0,0,0,0,0,"likely",5332,"pc001000100000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",2,"false","contingent",12,"have a right aortic arch","dolphins","elephants",0,0,0,0,0,1,0,0,1,0,0,0,"certain",4183,"pc000001001000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",4,"false","contingent",13,"secrete uric acid crystals","cows","rhinos",1,0,0,0,0,0,0,1,0,0,0,0,"probable",4447,"pc100000010000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","reject",2,"false","contingent",14,"have iron sulfate in their blood","squirrels","seals",0,0,0,0,1,0,1,0,0,0,0,0,"certain",5164,"pc000010100000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",5,"true","inclusion",15,"require trace amounts of magnesium for reproduction","animals","mice",0,0,0,1,0,0,0,0,0,0,0,1,"likely",5259,"pc000100000001","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",2,"false","contingent",16,"have enzyme X132 in their bloodstreams","dolphins","rhinos",0,0,0,0,0,0,0,1,1,0,0,0,"probable",5806,"pc000000011000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",5,"true","identity",17,"use seratonin as a neurotransmitter","horses","elephants",0,0,0,0,0,1,0,0,0,1,0,0,"plausible",6503,"pc000001000100","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","accept",2,"false","contingent",19,"use enzyme B-32 to digest food","chimps","gorillas",0,1,1,0,0,0,0,0,0,0,0,0,"necessary",5634,"pc011000000000","English"
"$0.50","2UXUFJ51Y7QEVRHN9HSCXTMPUQ7ADF","A2F9O9CSKWWGHQ","Fri Jan 06 07:59:19 PST 2012","Fri Jan 06 08:02:19 PST 2012","reject",5,"false","contingent",20,"have a tympanic membrane in their inner ears","seals","dolphins",0,0,0,0,0,0,1,0,1,0,0,0,"none",6398,"pc000000101000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","reject",4,"false","contingent",0,"have iron sulfate in their blood","cows","gorillas",1,0,1,0,0,0,0,0,0,0,0,0,"likely",77749,"pc101000000000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",3,"false","contingent",1,"secrete uric acid crystals","mice","rhinos",0,0,0,1,0,0,0,1,0,0,0,0,"probable",21038,"pc000100010000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","reject",3,"true","identity",2,"have enzyme X132 in their bloodstreams","seals","horses",0,0,0,0,0,0,1,0,0,1,0,0,"necessary",110128,"pc000000100100","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",3,"require trace amounts of magnesium for reproduction","dolphins","chimps",0,1,0,0,0,0,0,0,1,0,0,0,"certain",19646,"pc010000001000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",4,"require biotin for hemoglobin synthesis","squirrels","elephants",0,0,0,0,1,1,0,0,0,0,0,0,"none",20632,"pc000011000000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",5,"have blood salinity which declines from infancy to maturity","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"possible",14470,"pc000010010000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"true","inclusion",6,"have a tympanic membrane in their inner ears","mammals","elephants",0,0,0,0,0,1,0,0,0,0,1,0,"plausible",12962,"pc000001000010","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",7,"have seasmoid bones","dolphins","mice",0,0,0,1,0,0,0,0,1,0,0,0,"none",58147,"pc000100001000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",8,"become disoriented and motionless when exposed to high ozone levels","cows","gorillas",1,0,1,0,0,0,0,0,0,0,0,0,"plausible",22461,"pc101000000000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",9,"have a right aortic arch","seals","chimps",0,1,0,0,0,0,1,0,0,0,0,0,"necessary",39870,"pc010000100000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","reject",3,"false","contingent",10,"use enzyme B-32 to digest food","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"possible",20267,"pc000000101000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",11,"use norephinephrine as a regulator of sexual drive","squirrels","gorillas",0,0,1,0,1,0,0,0,0,0,0,0,"probable",46658,"pc001010000000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"true","identity",12,"use seratonin as a neurotransmitter","chimps","horses",0,1,0,0,0,0,0,0,0,1,0,0,"certain",57414,"pc010000000100","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",13,"have a blood PH of 7.9","mice","elephants",0,0,0,1,0,1,0,0,0,0,0,0,"likely",48073,"pc000101000000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",14,"require vitamin K for their livers to function","cows","rhinos",1,0,0,0,0,0,0,1,0,0,0,0,"necessary",40340,"pc100000010000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",15,"use acetylcholine as a neurotransmitter","dolphins","elephants",0,0,0,0,0,1,0,0,1,0,0,0,"possible",14902,"pc000001001000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",16,"have an ulnar artery","seals","chimps",0,1,0,0,0,0,1,0,0,0,0,0,"probable",35509,"pc010000100000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",17,"require oxydilic acid for good digestion","mice","gorillas",0,0,1,1,0,0,0,0,0,0,0,0,"none",14087,"pc001100000000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",19,"have a high potassium concentration in their blood","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"certain",33720,"pc000010010000","English"
"$0.50","2NAPDOBDDP8PQOMJW2ZXRB3RI2CD28","A23IXSLW1SL6F9","Fri Jan 06 07:05:41 PST 2012","Fri Jan 06 07:19:58 PST 2012","accept",4,"false","contingent",20,"continuously shed their outer keratin layer","gorillas","rhinos",0,0,1,0,0,0,0,1,0,0,0,0,"likely",43076,"pc001000010000","English"
"$0.50","206OZFYQS1CS0EQ4GG4S9IC2TRRJMK","A1M7SLIGEI3IH5","Fri Jan 06 07:39:55 PST 2012","Fri Jan 06 07:47:17 PST 2012","reject",5,"false","contingent",0,"have a high potassium concentration in their blood","rhinos","gorillas",0,0,1,0,0,0,0,1,0,0,0,0,"possible",17942,"pc001000010000","English"
"$0.50","206OZFYQS1CS0EQ4GG4S9IC2TRRJMK","A1M7SLIGEI3IH5","Fri Jan 06 07:39:55 PST 2012","Fri Jan 06 07:47:17 PST 2012","reject",5,"false","contingent",1,"continuously shed their outer keratin layer","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"necessary",14517,"pc000000101000","English"
"$0.50","206OZFYQS1CS0EQ4GG4S9IC2TRRJMK","A1M7SLIGEI3IH5","Fri Jan 06 07:39:55 PST 2012","Fri Jan 06 07:47:17 PST 2012","reject",5,"false","contingent",2,"use norephinephrine as a regulator of sexual drive","squirrels","mice",0,0,0,1,1,0,0,0,0,0,0,0,"certain",22217,"pc000110000000","English"
"$0.50","206OZFYQS1CS0EQ4GG4S9IC2TRRJMK","A1M7SLIGEI3IH5","Fri Jan 06 07:39:55 PST 2012","Fri Jan 06 07:47:17 PST 2012","accept",5,"true","identity",3,"require oxydilic acid for good digestion","chimps","horses",0,1,0,0,0,0,0,0,0,1,0,0,"plausible",19741,"pc010000000100","English"
"$0.50","206OZFYQS1CS0EQ4GG4S9IC2TRRJMK","A1M7SLIGEI3IH5","Fri Jan 06 07:39:55 PST 2012","Fri Jan 06 07:47:17 PST 2012","accept",3,"false","contingent",4,"have a blood PH of 7.9","cows","elephants",1,0,0,0,0,1,0,0,0,0,0,0,"likely",18775,"pc100001000000","English"
"$0.50","206OZFYQS1CS0EQ4GG4S9IC2TRRJMK","A1M7SLIGEI3IH5","Fri Jan 06 07:39:55 PST 2012","Fri Jan 06 07:47:17 PST 2012","reject",4,"false","contingent",5,"have iron sulfate in their blood","elephants","squirrels",0,0,0,0,1,1,0,0,0,0,0,0,"none",14381,"pc000011000000","English"
"$0.50","206OZFYQS1CS0EQ4GG4S9IC2TRRJMK","A1M7SLIGEI3IH5","Fri Jan 06 07:39:55 PST 2012","Fri Jan 06 07:47:17 PST 2012","reject",3,"false","contingent",6,"have a right aortic arch","gorillas","seals",0,0,1,0,0,0,1,0,0,0,0,0,"probable",29003,"pc001000100000","English"
